motifstart	region	seqclass	seqname
1000	seq2	control	chr2R:+:5144732-5144858:5148174-5149156:5152788-5154756
1000	seq2	control	chr3R:-:11989209-11989328:11992071-11992143:11992741-11992874
1000	seq2	control	chr2R:-:7332260-7332380:7340944-7341232:7347848-7348010
1000	seq2	control	chr4:-:188577-189248:189997-190061:193544-193829
1000	seq2	control	chr2R:-:17520645-17520928:17523499-17523571:17523823-17523898
1000	seq2	control	chr2L:-:21578319-21578529:21578730-21579637:21581616-21581816
1000	seq2	control	chr2L:-:3884035-3884518:3889430-3889784:3893261-3893604
1000	seq2	control	chrX:-:7087613-7087659:7090133-7090504:7098000-7098056
1000	seq2	control	chrX:+:15898954-15899074:15899443-15899455:15900254-15900260
1000	seq2	control	chr2L:-:9374682-9374787:9377839-9378145:9379730-9379983
1000	seq2	control	chr3R:-:14274191-14275368:14279092-14279541:14286208-14286903
42	seq2	control	chr3R:-:4444505-4444562:4446165-4446246:4446424-4446532
41	seq2	control	chr3R:-:4444505-4444562:4446165-4446246:4446424-4446532
38	seq2	control	chr3R:-:4444505-4444562:4446165-4446246:4446424-4446532
1000	seq2	control	chrX:-:16003714-16004086:16004327-16004393:16005621-16005812
1000	seq2	control	chr3R:-:9773200-9773635:9773737-9773978:9774319-9774419
1000	seq2	control	chr4:-:693380-694416:695213-695337:695696-696055
1000	seq2	control	chr3L:-:1499771-1499879:1501350-1501406:1501798-1501892
1000	seq2	control	chr2R:-:6926018-6926298:6930248-6930370:6933123-6933927
1000	seq2	control	chr2L:+:7032720-7033018:7034483-7034693:7034764-7034910
1000	seq2	control	chr2R:-:7332260-7332380:7337088-7337376:7347848-7348010
1000	seq2	control	chr2R:-:5241895-5242062:5242384-5242582:5245951-5246137
1000	seq2	control	chr3L:+:7535542-7535644:7536710-7536769:7536975-7538279
1000	seq2	control	chr2L:+:9495473-9495656:9496144-9496255:9515313-9515494
1000	seq2	control	chr2R:+:17702074-17702125:17702314-17702369:17702546-17702598
1000	seq2	control	chr2L:-:15740771-15740899:15745391-15745643:15746454-15746610
1000	seq2	control	chr3L:-:1525284-1525392:1525641-1525703:1527189-1527381
1000	seq2	control	chr2L:-:15760401-15760574:15762195-15762406:15762688-15762758
1000	seq2	control	chr2R:+:4546690-4547054:4560360-4560789:4562844-4563081
1000	seq2	control	chr2L:+:7034198-7034273:7034764-7034910:7035406-7035561
1000	seq2	control	chr3R:+:26555232-26555651:26556213-26556288:26566360-26566575
1000	seq2	control	chr2R:-:7332260-7332380:7339027-7339315:7347848-7348010
1000	seq2	control	chrX:+:6577036-6577112:6577943-6578291:6585692-6585785
1000	seq2	control	chr2R:-:7332260-7332380:7341327-7341618:7347848-7348010
1000	seq2	control	chrX:-:1682697-1682781:1682862-1682928:1683096-1683260
1000	seq2	control	chrX:+:18930334-18931000:18936606-18936769:18987175-18987257
1000	seq2	control	chr2R:-:9918711-9918848:9918963-9919062:9919446-9919747
1000	seq2	control	chrX:+:17579860-17580097:17588987-17589095:17596656-17596751
1000	seq2	control	chr3L:-:1525284-1525392:1525641-1525700:1527189-1527381
1000	seq2	control	chrX:+:11666697-11666979:11667196-11667244:11668238-11668911
1000	seq2	control	chr3R:+:20966397-20966613:20970882-20970977:20973172-20973347
1000	seq2	control	chr2L:-:20965519-20967746:20969164-20969523:20993232-20993377
1000	seq2	control	chr3R:-:11902138-11902201:11918339-11918369:11947380-11947640
1000	seq2	control	chr3R:+:31777417-31777564:31777637-31777751:31778171-31778758
1000	seq2	control	chr2L:+:6329547-6329697:6330122-6330718:6330770-6330886
1000	seq2	control	chrX:+:11695136-11695279:11695823-11696311:11696402-11696540
1000	seq2	control	chr2R:-:15946932-15947606:15948004-15948710:15948807-15948985
1000	seq2	control	chr3L:+:7979045-7979173:7979509-7979680:7980399-7980982
1000	seq2	control	chr3R:+:28903477-28903575:28907689-28911177:28919491-28919567
1000	seq2	control	chr3R:+:27101824-27101981:27102262-27102396:27102456-27102917
1000	seq2	control	chr2L:+:5155588-5155849:5158454-5185964:5187606-5187717
1000	seq2	control	chr4:-:1140959-1141367:1143448-1143565:1143626-1143868
1000	seq2	control	chr2L:+:9523162-9523343:9533513-9533751:9534886-9535908
1000	seq2	control	chrX:+:6809063-6809137:6809373-6809406:6809484-6809657
1000	seq2	control	chr2R:+:14292243-14292381:14294092-14294188:14296700-14296850
23	seq2	control	chr2R:+:10622202-10622277:10637523-10637728:10637955-10638562
19	seq2	control	chr2R:+:10622202-10622277:10637523-10637728:10637955-10638562
16	seq2	control	chr2R:+:10622202-10622277:10637523-10637728:10637955-10638562
13	seq2	control	chr2R:+:10622202-10622277:10637523-10637728:10637955-10638562
1000	seq2	control	chr2R:-:15567242-15567713:15567828-15567840:15568151-15568506
1000	seq2	control	chrX:+:19433153-19433272:19446272-19446305:19464192-19466221
1000	seq2	control	chrX:+:737168-737288:737509-737665:740426-740858
1000	seq2	control	chr3L:-:6754744-6754807:6755072-6755123:6755419-6756158
1000	seq2	control	chr3R:-:11419375-11419595:11419738-11419779:11419834-11420046
1000	seq2	control	chr4:-:1038358-1038437:1040012-1040078:1043467-1043524
1000	seq2	control	chr2R:-:21394877-21395045:21398064-21398580:21399174-21399313
1000	seq2	control	chrX:-:10519347-10519777:10522802-10523564:10575389-10576156
1000	seq2	control	chr3R:+:5569399-5569471:5569574-5569782:5569841-5569971
1000	seq2	control	chr2R:-:13899449-13899671:13900365-13900449:13901436-13901572
1000	seq2	control	chr3L:-:333315-333640:333941-334119:334974-335199
1000	seq2	control	chr2L:-:5770950-5771209:5787964-5787984:5800043-5800253
1000	seq2	control	chr2L:-:13172642-13173941:13174438-13175276:13175666-13175952
1000	seq2	control	chr2L:+:1937440-1937583:1937865-1937910:1938507-1938619
1000	seq2	control	chr2R:+:9138485-9138570:9138937-9139268:9139979-9140298
1000	seq2	control	chrX:+:3289380-3290291:3291113-3291877:3321040-3321217
1000	seq2	control	chr2L:-:21743838-21743971:21753218-21753814:21756553-21756627
1000	seq2	control	chr3L:-:11527181-11527342:11541777-11542834:11552829-11553112
1000	seq2	control	chr2L:+:7032720-7033018:7034198-7034273:7034483-7034693
1000	seq2	control	chr2R:-:7332260-7332380:7334387-7334666:7347848-7348010
1000	seq2	control	chr3R:+:20635479-20635656:20635815-20636088:20636340-20636500
1000	seq2	control	chr2L:-:21765962-21766160:21772999-21775446:21795245-21795447
1000	seq2	control	chr3L:+:14992288-14992615:14994582-14994865:14996145-14996442
1000	seq2	control	chr2R:+:5992991-5993377:5997763-6001423:6009062-6009184
1000	seq2	control	chr3R:+:26575164-26575448:26576356-26576641:26578720-26578831
1000	seq2	control	chr4:-:878850-878992:881842-881949:882960-883081
1000	seq2	control	chrX:-:13282165-13282229:13284891-13284962:13285202-13285632
1000	seq2	control	chrX:+:4353466-4353613:4354470-4354550:4357039-4357276
1000	seq2	control	chr3L:-:5573631-5573829:5574939-5574966:5576837-5576941
1000	seq2	control	chr4:+:234264-234345:236394-236475:240313-240398
1000	seq2	control	chr2L:-:22043346-22043466:22043536-22043700:22043755-22043877
1000	seq2	control	chr3L:+:2246653-2246900:2246969-2247043:2247104-2247373
1000	seq2	control	chr2R:-:17521831-17521900:17522852-17522960:17524083-17524282
1000	seq2	control	chr3L:+:23555924-23556048:23566838-23567214:23568546-23569958
1000	seq2	control	chr3R:+:9439345-9439705:9441415-9441665:9445043-9445187
1000	seq2	control	chr3L:-:3117082-3117256:3117345-3117405:3117833-3117973
1000	seq2	control	chr4:+:560094-560300:560371-560411:560470-560583
1000	seq2	control	chr2R:+:19138227-19138261:19139140-19139349:19139693-19139812
1000	seq2	control	chr3R:-:8008551-8008661:8008775-8008792:8008846-8009088
110	seq2	control	chr3L:-:1499042-1499337:1500244-1500388:1501798-1501892
1000	seq2	control	chr4:+:365673-366762:369506-369744:371090-371357
1000	seq2	control	chr2L:+:6101693-6101798:6109772-6110224:6113029-6113113
1000	seq2	control	chrX:-:2492987-2493215:2494403-2494637:2498021-2498115
1000	seq2	control	chr2R:-:7332260-7332380:7341707-7341995:7347848-7348010
1000	seq2	control	chr2R:-:13176552-13179013:13179587-13180110:13184776-13185175
1000	seq2	control	chr2L:+:6920703-6920861:6922734-6922826:6923783-6924400
1000	seq2	control	chr2R:+:1762107-1762295:1772027-1772214:1778586-1778937
1000	seq2	control	chr3R:-:31921632-31921674:31959034-31959127:31979522-31979619
1000	seq2	control	chrX:+:16278356-16278615:16279705-16279828:16279908-16279991
1000	seq2	control	chr2R:+:17420406-17420573:17421447-17421946:17423655-17423963
1000	seq2	control	chr2R:-:7332260-7332380:7343331-7343622:7347848-7348010
1000	seq2	control	chr2R:-:15523074-15524737:15524859-15524901:15525014-15525329
1000	seq2	control	chr3R:-:27067121-27067199:27067357-27067495:27069143-27070070
1000	seq2	control	chr2R:+:22137999-22138251:22162904-22163694:22164776-22164989
1000	seq2	control	chr4:+:560094-560300:560470-560583:560717-560820
1000	seq2	control	chr2R:-:7332260-7332380:7345484-7345775:7347848-7348010
1000	seq2	control	chr2L:+:7032720-7033018:7034483-7034693:7035074-7035561
1000	seq2	control	chrX:+:9319358-9319684:9319816-9319867:9320084-9320512
1000	seq2	control	chr2L:-:2323350-2323449:2330655-2330810:2357077-2357356
1000	seq2	control	chr3R:-:10016289-10016826:10017572-10017839:10018496-10018558
1000	seq2	control	chr3R:-:19794072-19794336:19795074-19795515:19796213-19797532
1000	seq2	control	chrX:+:6577036-6577112:6577943-6584022:6585695-6585785
1000	seq2	control	chr3R:+:18010227-18010574:18011096-18011255:18012095-18012150
1000	seq2	control	chr2L:+:12695032-12695162:12696266-12696378:12697465-12698917
1000	seq2	control	chr2L:+:21275723-21275806:21277229-21278429:21281131-21281337
1000	seq2	control	chr2L:-:10256325-10256506:10257394-10257716:10257777-10257993
1000	seq2	control	chr3L:-:20236433-20237910:20238737-20239547:20239862-20240532
1000	seq2	control	chr3R:-:9080557-9081022:9098695-9098737:9157117-9157950
1000	seq2	control	chr3L:+:7737112-7737199:7756982-7757179:7757291-7757587
1000	seq2	control	chr4:+:1127001-1127415:1128488-1128655:1129434-1129488
1000	seq2	control	chr3R:-:11989209-11989325:11992071-11992143:11992741-11992874
1000	seq2	control	chr3L:+:2246653-2246900:2246953-2247043:2247104-2247373
1000	seq2	control	chr3R:-:29315944-29316169:29316503-29316629:29316719-29316860
1000	seq2	control	chrX:+:6339495-6339591:6341059-6341343:6342062-6343731
113	seq2	control	chr3R:+:17720030-17720818:17720950-17721377:17721505-17721833
112	seq2	control	chr3R:+:17720030-17720818:17720950-17721377:17721505-17721833
1000	seq2	control	chr2L:+:10446522-10446680:10447780-10447982:10448048-10448230
1000	seq2	control	chr3R:-:6391304-6391988:6393731-6393911:6405741-6405895
1000	seq2	control	chrX:+:11390371-11390540:11394222-11394246:11395239-11395791
1000	seq2	control	chrX:+:1780674-1780825:1781717-1781883:1782935-1783035
1000	seq2	control	chr3L:-:2560115-2560295:2561931-2562843:2563817-2563959
1000	seq2	control	chr3L:-:1143850-1143929:1172757-1174607:1176980-1177276
1000	seq2	control	chr3L:-:1500244-1500388:1501169-1501406:1501798-1501892
1000	seq2	control	chr2R:-:17521831-17521906:17522852-17522960:17524083-17524282
1000	seq2	control	chr2R:+:13965172-13965486:13965604-13965785:13966754-13966969
1000	seq2	control	chr3R:-:23595058-23595171:23595228-23595431:23595491-23595565
1000	seq2	control	chr2R:+:13810752-13810836:13812437-13812491:13813799-13813880
1000	seq2	control	chr3L:-:4126988-4127162:4128613-4128973:4131120-4131236
1000	seq2	control	chrX:-:21298345-21298934:21299543-21299609:21300150-21300435
1000	seq2	control	chr3R:+:19013173-19013449:19015790-19018483:19020928-19022436
1000	seq2	control	chr2R:-:20306414-20306636:20308146-20308499:20308560-20308671
1000	seq2	control	chr3R:+:9436834-9437118:9440680-9441665:9444010-9444076
1000	seq2	control	chr2R:-:9255828-9256038:9257409-9258060:9258839-9260144
20	seq2	control	chr2R:+:10619890-10619999:10637520-10637728:10637955-10638562
16	seq2	control	chr2R:+:10619890-10619999:10637520-10637728:10637955-10638562
13	seq2	control	chr2R:+:10619890-10619999:10637520-10637728:10637955-10638562
1000	seq2	control	chr4:-:1038358-1038434:1040012-1040078:1043467-1043524
1000	seq2	control	chr2R:+:19218130-19218194:19220743-19220782:19223239-19224386
1000	seq2	control	chr2L:-:19528087-19528369:19528770-19528996:19529991-19530305
1000	seq2	control	chr3L:-:25961359-25961540:26013542-26013568:26014020-26014112
1000	seq2	control	chr3L:+:10580308-10580329:10584815-10585539:10587626-10587687
1000	seq2	control	chr3L:+:16902128-16902191:16902377-16906750:16906822-16907156
1000	seq2	control	chrX:+:15860114-15860250:15860744-15861153:15861235-15861492
1000	seq2	control	chrX:+:2642753-2643732:2669633-2669753:2669912-2670103
1000	seq2	control	chr3R:+:10765249-10765444:10765513-10765559:10766027-10766128
1000	seq2	control	chrX:-:2038797-2041386:2041460-2041644:2042046-2042311
1000	seq2	control	chr2R:-:13979183-13979418:13979476-13979943:13980027-13980165
1000	seq2	control	chr2R:-:7332260-7332380:7337871-7338159:7347848-7348010
1000	seq2	control	chr3R:+:18010227-18010574:18012095-18012150:18013147-18018892
1000	seq2	control	chr2R:-:15935892-15936580:15937678-15937879:15938446-15938978
1000	seq2	control	chr2R:+:19473804-19473967:19474527-19474641:19478751-19478865
1000	seq2	control	chr3R:-:30016659-30016874:30017624-30017984:30018265-30018426
1000	seq2	control	chrX:-:18407796-18407885:18408517-18408942:18409883-18410144
1000	seq2	control	chr2L:-:1153385-1153731:1154281-1154406:1154551-1155053
1000	seq2	control	chrX:+:12640661-12640839:12648536-12649182:12651109-12651226
1000	seq2	control	chr3L:-:25874141-25874384:25924295-25924456:25933195-25933410
1000	seq2	control	chr2R:-:15234857-15235043:15235860-15236505:15241196-15241589
1000	seq2	control	chr2R:+:22930192-22930319:22930388-22931166:22931514-22932044
1000	seq2	control	chr3L:-:25843724-25844107:25924295-25924456:25933195-25933410
1000	seq2	control	chr2L:+:18665131-18665286:18665675-18665914:18666352-18666628
1000	seq2	control	chr3R:-:24159241-24159326:24159390-24159404:24159475-24159539
1000	seq2	control	chr3L:-:21495598-21495868:21496819-21496877:21497290-21497494
1000	seq2	control	chr3R:-:24156843-24157175:24157257-24157317:24157390-24158087
1000	seq2	control	chr4:+:1131700-1131958:1132084-1132573:1133874-1134072
1000	seq2	control	chr3R:+:9591928-9592185:9607912-9607974:9621518-9622417
1000	seq2	control	chr2L:-:2310661-2310870:2330655-2330810:2357077-2357356
1000	seq2	control	chr3R:+:26598576-26598712:26599107-26599293:26601246-26604051
1000	seq2	control	chr2R:+:8666170-8666311:8666767-8666794:8676471-8676607
1000	seq2	control	chrX:+:22457613-22458260:22463538-22465522:22466164-22466375
1000	seq2	control	chr2L:+:6122263-6122410:6122697-6122853:6122977-6124653
1000	seq2	control	chrX:-:10255492-10255590:10257667-10258017:10258877-10258964
1000	seq2	control	chr2R:-:24392128-24393203:24393487-24393514:24396042-24396175
1000	seq2	control	chrX:+:1773724-1774222:1775649-1775738:1778611-1778699
1000	seq2	control	chrX:+:1773724-1774222:1775698-1775738:1778369-1778560
1000	seq2	control	chr2R:+:1727671-1727978:1761923-1762055:1762107-1762295
1000	seq2	control	chr2L:+:7032720-7033018:7034198-7034273:7034764-7034910
1000	seq2	control	chr3L:+:14200738-14200807:14212193-14212232:14213088-14213203
1000	seq2	control	chrX:+:4322625-4323155:4325347-4325616:4332795-4332840
1000	seq2	control	chr3L:+:6495679-6496481:6534492-6534702:6544467-6546352
1000	seq2	control	chr2R:-:10862822-10862955:10873853-10874149:10874570-10874771
1000	seq2	control	chr3L:+:22773535-22773716:22774737-22775137:22777110-22778824
1000	seq2	control	chr2R:-:16205900-16206079:16221122-16221149:16221669-16221793
1000	seq2	control	chr2L:+:162591-163001:175360-175447:183760-185082
1000	seq2	control	chr2L:-:1153385-1153731:1154551-1155053:1155745-1156311
1000	seq2	control	chr3L:+:10587626-10587687:10589355-10589516:10590326-10590390
1000	seq2	control	chr2L:+:4794752-4795571:4795842-4795946:4796062-4796219
1000	seq2	control	chrX:+:6577036-6577112:6577943-6584022:6585692-6585785
1000	seq2	control	chr3R:+:18010227-18010574:18011096-18011713:18013147-18015779
1000	seq2	control	chr2R:+:18424325-18424486:18424606-18424666:18424871-18425076
1000	seq2	control	chr2L:+:21275723-21275806:21277196-21278429:21281131-21281337
1000	seq2	control	chr3R:-:23903127-23903461:23913795-23913919:23920006-23920846
1000	seq2	control	chrX:+:12631604-12631813:12633912-12633957:12635731-12636283
1000	seq2	control	chr2R:+:23564890-23565050:23581314-23581468:23596891-23596997
1000	seq2	control	chr3L:-:2513695-2514197:2514309-2514330:2524598-2525718
1000	seq2	control	chrX:+:13616988-13617220:13617369-13617575:13618272-13618402
1000	seq2	control	chr3L:-:16107595-16107786:16108851-16109054:16109621-16110122
1000	seq2	control	chr3R:-:27260090-27261940:27262115-27262160:27262226-27262487
1000	seq2	control	chr2R:-:7985065-7985451:7985601-7985778:7987065-7987237
1000	seq2	control	chrX:-:18407796-18407885:18408517-18408942:18409049-18409178
1000	seq2	control	chr2R:-:21164299-21165043:21165558-21165874:21166729-21166834
1000	seq2	control	chr2L:+:110754-110877:111004-111117:112689-113369
1000	seq2	control	chr2R:+:8724257-8724464:8724640-8724685:8726614-8726771
1000	seq2	control	chr3L:+:21507851-21508267:21510067-21510280:21511090-21511250
1000	seq2	control	chr2L:+:337937-338118:339206-339441:340709-340855
1000	seq2	control	chrX:-:509234-519242:521439-521696:522985-523226
1000	seq2	control	chrX:-:12572771-12573409:12573724-12573814:12581571-12583193
1000	seq2	control	chr3R:+:24231654-24232974:24235392-24235431:24235816-24235955
1000	seq2	control	chr3R:+:19482563-19482651:19483903-19484944:19485039-19485272
1000	seq2	control	chr3L:+:9075063-9075622:9075671-9075866:9089354-9089948
1000	seq2	control	chr3L:-:20149613-20151890:20152200-20152305:20153163-20153335
1000	seq2	control	chr3R:-:27066607-27066665:27066728-27066884:27069143-27070070
1000	seq2	control	chr2R:-:16705508-16706279:16716153-16716211:16730898-16731384
1000	seq2	control	chr2L:-:7107418-7107551:7118884-7118923:7155486-7157695
1000	seq2	control	chr2L:+:6920703-6920861:6922730-6922826:6923783-6924400
